Agency,Agency Type,Distribution Channel,Product Name,Claim,Duration,Destination,Net Sales,Commission (in value),Gender,Age
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,113,FRANCE,118.8,71.28,None,43
EPX,Travel Agency,Online,Cancellation Plan,0,142,SPAIN,80.0,0.0,None,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,136,AUSTRALIA,49.5,29.7,None,28
RAB,Airlines,Online,Value Plan,0,3,BRUNEI DARUSSALAM,15.0,6.0,M,29
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,21,VIET NAM,23.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,9,"TAIWAN, PROVINCE OF CHINA",28.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,24,"KOREA, REPUBLIC OF",0.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,8,THAILAND,11.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,11,AUSTRALIA,0.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,5,CHINA,0.0,0.0,None,33
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,18,MALAYSIA,39.6,23.76,None,31
JZI,Airlines,Online,Basic Plan,0,7,VIET NAM,22.0,7.7,M,70
EPX,Travel Agency,Online,Cancellation Plan,0,9,AUSTRALIA,33.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,7,"KOREA, REPUBLIC OF",42.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,12,THAILAND,20.0,0.0,None,37
JWT,Airlines,Online,Value Plan,0,41,INDIA,50.0,20.0,F,118
RAB,Airlines,Online,Value Plan,0,8,BRUNEI DARUSSALAM,15.0,6.0,None,61
C2B,Airlines,Online,Annual Silver Plan,0,367,SINGAPORE,216.0,54.0,M,33
JZI,Airlines,Online,Basic Plan,0,77,"KOREA, REPUBLIC OF",35.0,12.25,M,50
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,18,SINGAPORE,20.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,3,MALAYSIA,24.0,0.0,None,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,33,AUSTRALIA,49.5,29.7,None,38
EPX,Travel Agency,Online,Cancellation Plan,0,63,SWITZERLAND,80.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,93,HONG KONG,27.0,0.0,None,36
C2B,Airlines,Online,Silver Plan,0,23,SINGAPORE,50.25,12.56,F,41
C2B,Airlines,Online,Bronze Plan,0,158,SINGAPORE,-281.0,70.25,F,22
EPX,Travel Agency,Online,Cancellation Plan,0,124,PHILIPPINES,32.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,3,CHINA,14.0,0.0,None,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,6,GREECE,-39.6,23.76,None,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,64,AUSTRALIA,79.2,47.52,None,45
JZI,Airlines,Online,Basic Plan,0,69,CHINA,44.0,15.4,F,49
JZI,Airlines,Online,Basic Plan,0,5,"TAIWAN, PROVINCE OF CHINA",26.0,9.1,F,29
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,4,THAILAND,0.0,17.82,None,30
EPX,Travel Agency,Online,Cancellation Plan,0,21,"KOREA, REPUBLIC OF",27.0,0.0,None,23
C2B,Airlines,Online,Bronze Plan,0,62,SINGAPORE,38.35,9.59,M,26
EPX,Travel Agency,Online,Cancellation Plan,0,34,ITALY,45.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,29,INDONESIA,23.0,0.0,None,35
JZI,Airlines,Online,Basic Plan,0,43,THAILAND,30.0,10.5,M,61
EPX,Travel Agency,Online,Cancellation Plan,0,20,CANADA,80.0,0.0,None,59
JZI,Airlines,Online,Basic Plan,0,2,INDONESIA,18.0,6.3,M,65
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,10,ITALY,59.4,35.64,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,19,SINGAPORE,29.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,7,LAO PEOPLE'S DEMOCRATIC REPUBLIC,37.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,59,CANADA,112.0,0.0,None,26
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,59,JAPAN,0.0,35.64,None,67
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,31,JAPAN,59.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,97,PHILIPPINES,12.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,41,VIET NAM,10.0,0.0,None,63
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,2,MALAYSIA,9.9,5.94,None,37
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,27,THAILAND,0.0,17.82,None,50
EPX,Travel Agency,Online,Cancellation Plan,0,34,INDIA,27.0,0.0,None,36
JZI,Airlines,Online,Basic Plan,0,53,JAPAN,35.0,12.25,M,57
C2B,Airlines,Online,Bronze Plan,0,16,SINGAPORE,47.0,11.75,M,27
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,73,SINGAPORE,20.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,161,"KOREA, REPUBLIC OF",47.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,16,CHINA,112.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,17,MALAYSIA,14.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,84,HONG KONG,22.0,0.0,None,36
C2B,Airlines,Online,Bronze Plan,0,8,SINGAPORE,23.5,5.88,F,45
EPX,Travel Agency,Online,Cancellation Plan,0,174,MALAYSIA,10.0,0.0,None,46
EPX,Travel Agency,Online,Cancellation Plan,0,16,VIET NAM,15.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,7,SINGAPORE,10.0,0.0,None,37
EPX,Travel Agency,Online,Cancellation Plan,0,9,THAILAND,11.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,5,CHINA,28.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,10,CHINA,29.0,0.0,None,53
C2B,Airlines,Online,Annual Silver Plan,0,364,SINGAPORE,216.0,54.0,F,43
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,11,AUSTRALIA,0.0,41.58,None,58
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,21,THAILAND,25.0,0.0,None,36
JZI,Airlines,Online,Value Plan,0,13,JAPAN,45.0,15.75,M,50
EPX,Travel Agency,Online,Cancellation Plan,0,21,INDIA,29.0,0.0,None,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,43,SINGAPORE,45.0,0.0,None,29
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,2,SINGAPORE,20.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,91,MALAYSIA,10.0,0.0,None,36
JWT,Airlines,Online,Value Plan,0,34,INDIA,31.0,12.4,F,118
KML,Travel Agency,Online,Value Plan,0,51,INDONESIA,28.0,10.64,F,48
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,3,CHINA,30.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,6,THAILAND,18.0,0.0,None,36
C2B,Airlines,Online,Silver Plan,0,5,SINGAPORE,22.5,5.63,M,38
EPX,Travel Agency,Online,Cancellation Plan,0,61,INDONESIA,11.0,0.0,None,35
EPX,Travel Agency,Online,Cancellation Plan,0,23,SINGAPORE,10.0,0.0,None,36
C2B,Airlines,Online,Bronze Plan,0,11,SINGAPORE,16.0,4.0,M,34
EPX,Travel Agency,Online,Cancellation Plan,0,113,HONG KONG,20.0,0.0,None,35
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,88,CANADA,79.2,47.52,None,57
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,17,MACAO,29.0,0.0,None,44
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,17,UNITED ARAB EMIRATES,112.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,25,THAILAND,10.0,0.0,None,45
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,15,GERMANY,128.7,77.22,None,44
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,32,AUSTRALIA,79.2,47.52,None,35
EPX,Travel Agency,Online,Cancellation Plan,0,5,SINGAPORE,10.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,41,INDIA,28.0,0.0,None,36
C2B,Airlines,Online,Bronze Plan,0,13,SINGAPORE,20.0,5.0,F,42
C2B,Airlines,Online,Annual Silver Plan,0,364,SINGAPORE,259.2,64.8,M,27
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,58,DENMARK,148.5,89.1,None,37
SSI,Airlines,Online,Ticket Protector,0,71,SINGAPORE,12.35,3.46,None,48
JWT,Airlines,Online,Value Plan,0,67,INDIA,200.0,80.0,M,118
JZI,Airlines,Online,Basic Plan,0,21,"KOREA, REPUBLIC OF",0.0,12.25,F,35
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,5,MALAYSIA,29.7,17.82,None,31
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,20,INDONESIA,21.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,10,UNITED KINGDOM,80.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,25,CHINA,-25.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,52,THAILAND,20.0,0.0,None,50
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,50,AUSTRALIA,69.3,41.58,None,46
EPX,Travel Agency,Online,Cancellation Plan,0,2,THAILAND,10.0,0.0,None,46
C2B,Airlines,Online,Annual Silver Plan,0,365,SINGAPORE,291.75,72.94,F,72
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,294,MALAYSIA,0.0,0.0,None,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,1,8,MALAYSIA,49.5,29.7,None,38
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,45,JAPAN,95.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,3,SINGAPORE,10.0,0.0,None,36
C2B,Airlines,Online,Silver Plan,0,21,SINGAPORE,81.5,20.38,F,32
C2B,Airlines,Online,Bronze Plan,0,7,SINGAPORE,16.0,4.0,F,68
JZI,Airlines,Online,Value Plan,0,12,SRI LANKA,45.0,15.75,M,44
JZI,Airlines,Online,Basic Plan,0,10,THAILAND,22.0,7.7,M,55
C2B,Airlines,Online,Bronze Plan,0,72,SINGAPORE,69.55,17.39,F,30
C2B,Airlines,Online,Bronze Plan,0,1,SINGAPORE,18.9,4.72,F,39
EPX,Travel Agency,Online,Cancellation Plan,0,45,SINGAPORE,11.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,13,INDONESIA,35.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,55,THAILAND,21.0,0.0,None,44
JZI,Airlines,Online,Basic Plan,0,51,PHILIPPINES,58.0,20.3,F,34
EPX,Travel Agency,Online,Cancellation Plan,0,18,INDIA,13.0,0.0,None,53
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,48,AUSTRALIA,71.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,16,MALAYSIA,10.0,0.0,None,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,2,VIET NAM,20.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,21,MALAYSIA,54.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,15,SINGAPORE,33.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,12,VIET NAM,10.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,8,"KOREA, REPUBLIC OF",35.0,0.0,None,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,150,AUSTRALIA,69.3,41.58,None,73
JWT,Airlines,Online,Value Plan,0,61,INDIA,31.0,12.4,M,118
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,21,UNITED STATES,112.0,0.0,None,43
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,2,AUSTRALIA,9.9,5.94,None,56
SSI,Airlines,Online,Ticket Protector,0,223,SINGAPORE,16.54,4.64,None,48
C2B,Airlines,Online,Bronze Plan,1,16,SINGAPORE,47.0,11.75,M,22
TST,Travel Agency,Offline,Travel Cruise Protect,0,3,MALAYSIA,30.0,10.5,F,40
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,64,THAILAND,20.0,0.0,None,21
ART,Airlines,Online,24 Protect,0,14,PHILIPPINES,111.21,38.92,M,48
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,112,THAILAND,46.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,6,THAILAND,38.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,103,INDIA,33.0,0.0,None,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,4,UNITED STATES,0.0,0.0,None,55
EPX,Travel Agency,Online,Cancellation Plan,0,31,UNITED STATES,23.0,0.0,None,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,1,UNITED STATES,9.9,5.94,None,43
CSR,Travel Agency,Offline,Comprehensive Plan,0,7,THAILAND,29.0,9.57,F,28
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,2,SINGAPORE,20.0,0.0,None,35
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,10,JAPAN,0.0,29.7,None,58
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,20,AUSTRALIA,39.6,23.76,None,42
EPX,Travel Agency,Online,Cancellation Plan,0,36,UNITED STATES,80.0,0.0,None,42
EPX,Travel Agency,Online,Cancellation Plan,0,56,UNITED STATES,10.0,0.0,None,23
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,8,MALAYSIA,39.6,23.76,None,57
EPX,Travel Agency,Online,Cancellation Plan,0,38,"KOREA, REPUBLIC OF",22.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,263,NETHERLANDS,59.0,0.0,None,36
JZI,Airlines,Online,Basic Plan,0,36,CHINA,40.0,14.0,F,32
EPX,Travel Agency,Online,Cancellation Plan,0,2,SINGAPORE,12.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,10,THAILAND,22.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,29,SINGAPORE,112.0,0.0,None,36
C2B,Airlines,Online,Bronze Plan,0,17,SINGAPORE,16.0,4.0,M,32
EPX,Travel Agency,Online,Cancellation Plan,0,1,FRANCE,10.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,12,PHILIPPINES,10.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,17,CANADA,112.0,0.0,None,31
JZI,Airlines,Online,Basic Plan,0,60,AUSTRALIA,50.0,17.5,F,60
EPX,Travel Agency,Online,Cancellation Plan,0,8,SINGAPORE,12.0,0.0,None,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,107,DENMARK,247.5,148.5,None,48
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,31,THAILAND,19.8,11.88,None,28
EPX,Travel Agency,Online,Cancellation Plan,0,12,THAILAND,46.0,0.0,None,36
JZI,Airlines,Online,Basic Plan,0,9,THAILAND,22.0,7.7,M,62
EPX,Travel Agency,Online,Cancellation Plan,0,56,JAPAN,20.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,28,THAILAND,35.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,15,UNITED STATES,99.0,0.0,None,38
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,9,SINGAPORE,29.0,0.0,None,36
JZI,Airlines,Online,Basic Plan,0,33,THAILAND,22.0,7.7,M,25
EPX,Travel Agency,Online,Cancellation Plan,0,13,INDONESIA,23.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,78,VIET NAM,17.0,0.0,None,58
EPX,Travel Agency,Online,Cancellation Plan,0,23,SINGAPORE,63.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,17,INDONESIA,16.0,0.0,None,36
C2B,Airlines,Online,Silver Plan,0,40,SINGAPORE,78.0,19.5,F,43
EPX,Travel Agency,Online,Cancellation Plan,0,3,SINGAPORE,10.0,0.0,None,35
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,4,UNITED STATES,9.9,5.94,None,44
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,23,SRI LANKA,20.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,20,UNITED KINGDOM,80.0,0.0,None,37
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,13,CHINA,60.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,17,HONG KONG,16.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,3,CZECH REPUBLIC,17.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,58,HONG KONG,20.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,70,UNITED STATES,46.0,0.0,None,38
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,20,AUSTRALIA,112.0,0.0,None,35
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,18,CHINA,54.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,28,SPAIN,10.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,28,MALAYSIA,20.0,0.0,None,36
C2B,Airlines,Online,Silver Plan,0,12,SINGAPORE,25.0,6.25,F,47
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,242,"TAIWAN, PROVINCE OF CHINA",29.0,0.0,None,36
C2B,Airlines,Online,Bronze Plan,0,13,SINGAPORE,63.6,15.9,F,35
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,12,AUSTRALIA,51.0,0.0,None,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,36,UNITED KINGDOM,0.0,166.32,None,46
C2B,Airlines,Online,Bronze Plan,0,7,SINGAPORE,40.0,10.0,M,33
C2B,Airlines,Online,Bronze Plan,0,20,SINGAPORE,23.5,5.88,F,47
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,47,SINGAPORE,43.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,9,"KOREA, REPUBLIC OF",38.0,0.0,None,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,91,AUSTRALIA,89.1,53.46,None,34
JZI,Airlines,Online,Value Plan,0,88,AUSTRALIA,45.0,15.75,F,22
EPX,Travel Agency,Online,Cancellation Plan,0,11,SINGAPORE,24.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,18,PHILIPPINES,10.0,0.0,None,55
C2B,Airlines,Online,Annual Silver Plan,0,367,SINGAPORE,252.85,63.21,M,55
LWC,Travel Agency,Online,Single Trip Travel Protect Platinum,0,15,AUSTRIA,67.0,43.55,F,58
EPX,Travel Agency,Online,Cancellation Plan,0,27,CHINA,30.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,46,"TAIWAN, PROVINCE OF CHINA",63.0,0.0,None,36
JZI,Airlines,Online,Basic Plan,0,8,VIET NAM,22.0,7.7,F,35
EPX,Travel Agency,Online,Cancellation Plan,0,5,AUSTRALIA,80.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,15,AUSTRALIA,43.0,0.0,None,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,15,CYPRUS,69.3,41.58,None,35
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,32,AUSTRALIA,79.2,47.52,None,57
EPX,Travel Agency,Online,Cancellation Plan,0,10,MALAYSIA,10.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,26,HONG KONG,41.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,34,NEPAL,27.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,14,MALAYSIA,20.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,27,SRI LANKA,26.0,0.0,None,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,27,NORWAY,69.3,41.58,None,40
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,35,UNITED STATES,112.0,0.0,None,31
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,25,"TAIWAN, PROVINCE OF CHINA",36.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,12,"TAIWAN, PROVINCE OF CHINA",38.0,0.0,None,33
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,40,UNITED STATES,112.0,0.0,None,31
EPX,Travel Agency,Online,Cancellation Plan,0,72,SINGAPORE,80.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,34,CHINA,30.0,0.0,None,36
C2B,Airlines,Online,Bronze Plan,0,8,SINGAPORE,16.0,4.0,F,20
C2B,Airlines,Online,Bronze Plan,0,2,SINGAPORE,11.5,2.88,M,33
CCR,Travel Agency,Offline,Comprehensive Plan,0,238,THAILAND,29.0,9.57,F,42
EPX,Travel Agency,Online,Cancellation Plan,0,116,JAPAN,33.0,0.0,None,36
C2B,Airlines,Online,Silver Plan,0,3,SINGAPORE,22.5,5.63,M,32
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,61,CANADA,0.0,0.0,None,55
EPX,Travel Agency,Online,Cancellation Plan,0,62,HONG KONG,28.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,40,MYANMAR,14.0,0.0,None,36
C2B,Airlines,Online,Annual Silver Plan,0,366,SINGAPORE,161.0,40.25,F,82
EPX,Travel Agency,Online,Cancellation Plan,0,64,GERMANY,80.0,0.0,None,36
C2B,Airlines,Online,Annual Gold Plan,0,380,SINGAPORE,399.6,99.9,M,24
C2B,Airlines,Online,Bronze Plan,0,22,SINGAPORE,40.0,10.0,F,25
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,9,CHINA,20.0,0.0,None,36
C2B,Airlines,Online,Bronze Plan,0,46,SINGAPORE,47.0,11.75,F,29
C2B,Airlines,Online,Annual Silver Plan,1,365,SINGAPORE,252.85,63.21,M,62
EPX,Travel Agency,Online,Cancellation Plan,0,20,AUSTRALIA,26.0,0.0,None,51
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,42,THAILAND,33.0,0.0,None,36
JZI,Airlines,Online,Basic Plan,0,12,THAILAND,22.0,7.7,F,46
EPX,Travel Agency,Online,Cancellation Plan,0,48,SINGAPORE,32.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,237,DENMARK,67.0,0.0,None,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,20,ITALY,128.7,77.22,None,33
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,23,SINGAPORE,-47.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,10,CHINA,34.0,0.0,None,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,20,AUSTRALIA,69.3,41.58,None,46
EPX,Travel Agency,Online,Cancellation Plan,0,6,CHINA,80.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,16,UNITED STATES,80.0,0.0,None,27
EPX,Travel Agency,Online,Cancellation Plan,0,7,MALAYSIA,10.0,0.0,None,67
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,41,THAILAND,20.0,0.0,None,57
EPX,Travel Agency,Online,Cancellation Plan,0,40,MALAYSIA,10.0,0.0,None,26
EPX,Travel Agency,Online,Cancellation Plan,0,3,MALAYSIA,10.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,24,CHINA,27.0,0.0,None,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,89,SINGAPORE,64.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,37,FRANCE,80.0,0.0,None,36
C2B,Airlines,Online,Silver Plan,0,26,SINGAPORE,15.0,3.75,M,26
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,6,MALAYSIA,29.7,17.82,None,31
JZI,Airlines,Online,Basic Plan,0,7,MYANMAR,18.0,6.3,M,65
JZI,Airlines,Online,Basic Plan,0,26,THAILAND,37.0,12.95,F,37
EPX,Travel Agency,Online,Cancellation Plan,0,13,CHINA,33.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,52,JAPAN,44.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,29,PUERTO RICO,80.0,0.0,None,45
EPX,Travel Agency,Online,Cancellation Plan,0,10,"KOREA, REPUBLIC OF",31.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,77,PHILIPPINES,10.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,41,AUSTRALIA,35.0,0.0,None,36
SSI,Airlines,Online,Ticket Protector,0,28,SINGAPORE,3.34,0.94,None,48
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,13,MALAYSIA,38.0,0.0,None,49
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,7,INDONESIA,20.0,0.0,None,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,34,AUSTRALIA,138.6,83.16,None,50
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,44,SPAIN,19.8,11.88,None,31
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,22,SINGAPORE,20.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,6,CHINA,37.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,33,HONG KONG,41.0,0.0,None,36
KML,Travel Agency,Online,Premier Plan,0,136,NETHERLANDS,158.0,60.04,M,48
JZI,Airlines,Online,Basic Plan,0,13,HONG KONG,22.0,7.7,F,27
EPX,Travel Agency,Online,Cancellation Plan,0,4,CHINA,10.0,0.0,None,53
KML,Travel Agency,Online,Premier Plan,0,61,NETHERLANDS,130.0,49.4,M,48
EPX,Travel Agency,Online,Cancellation Plan,0,20,AUSTRALIA,41.0,0.0,None,35
JZI,Airlines,Online,Basic Plan,0,8,THAILAND,22.0,7.7,M,42
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,7,MALAYSIA,36.0,0.0,None,30
EPX,Travel Agency,Online,Cancellation Plan,0,8,JAPAN,76.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,1,THAILAND,10.0,0.0,None,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,153,ITALY,49.5,29.7,None,40
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,63,THAILAND,27.0,0.0,None,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,8,THAILAND,29.7,17.82,None,35
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,4,UNITED KINGDOM,22.0,0.0,None,36
SSI,Airlines,Online,Ticket Protector,0,6,SINGAPORE,0.88,0.25,None,48
C2B,Airlines,Online,Bronze Plan,0,53,SINGAPORE,13.5,3.38,F,21
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,56,INDONESIA,20.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,37,HONG KONG,12.0,0.0,None,47
